name	type	group	opc_item	writes	reads	description
StatusStartReversT18	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT22_OnClick,StopButtonT22_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT22_OnClick,StopButtonT22_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT19	Byte	СилКорпус / Статусы механизмов / Транспортеры				Контроль алгоритма запуска транспортера
StatusStartReversT2	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT2_OnClick,StopButtonT2_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT2_OnClick,StopButtonT2_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT20	Byte	СилКорпус / Статусы механизмов / Транспортеры				Контроль алгоритма запуска транспортера
StatusStartReversT3	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT3_OnClick,StopButtonT3_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT3_OnClick,StopButtonT3_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT4	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT4_OnClick,StopButtonT4_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT4_OnClick,StopButtonT4_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT5	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT5_OnClick,StopButtonT5_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT5_OnClick,StopButtonT5_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT6	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT6_OnClick,StopButtonT6_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT6_OnClick,StopButtonT6_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT7	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT7_OnClick,StopButtonT7_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT7_OnClick,StopButtonT7_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT8	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT8_OnClick,StopButtonT8_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT8_OnClick,StopButtonT8_OnClick	Контроль алгоритма запуска транспортера
StatusStartReversT9	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,AlarmStopButton_OnClick,ManualStart,StartReversButtonT9_OnClick,StopButtonT9_OnClick,StopButtonsControl	ManualStart,StartForwardButtonT9_OnClick,StopButtonT9_OnClick	Контроль алгоритма запуска транспортера
StatusT1	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT1_OnClick,StartReversButtonT1_OnClick,TextStatusT1_OnDataChange	Контроль состояния транспортера во время работы
StatusT10	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT10_OnClick,StartReversButtonT10_OnClick,TextStatusT10_OnDataChange	Контроль состояния транспортера во время работы
StatusT11	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT11_OnClick,StartReversButtonT11_OnClick,TextStatusT11_OnDataChange	Контроль состояния транспортера во время работы
StatusT12	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT8a_OnClick,StartReversButtonT8a_OnClick,TextStatusT12_OnDataChange	Контроль состояния транспортера во время работы
StatusT13	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT17_OnClick,StartReversButtonT17_OnClick,TextStatusT13_OnDataChange	Контроль состояния транспортера во время работы
StatusT14	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT9a_OnClick,StartReversButtonT9a_OnClick,TextStatusT14_OnDataChange	Контроль состояния транспортера во время работы
StatusT15	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT17a_OnClick,StartReversButtonT17a_OnClick,TextStatusT15_OnDataChange	Контроль состояния транспортера во время работы
StatusT16	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT25_OnClick,StartReversButtonT25_OnClick,TextStatusT16_OnDataChange	Контроль состояния транспортера во время работы
StatusT17	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT24_OnClick,StartReversButtonT24_OnClick,TextStatusT17_OnDataChange	Контроль состояния транспортера во время работы
StatusT18	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT22_OnClick,StartReversButtonT22_OnClick,TextStatusT18_OnDataChange	Контроль состояния транспортера во время работы
StatusT19	Byte	СилКорпус / Статусы механизмов / Транспортеры				Контроль состояния транспортера во время работы
StatusT2	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT2_OnClick,StartReversButtonT2_OnClick,TextStatusT2_OnDataChange	Контроль состояния транспортера во время работы
StatusT20	Byte	СилКорпус / Статусы механизмов / Транспортеры				Контроль состояния транспортера во время работы
StatusT3	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT3_OnClick,StartReversButtonT3_OnClick,TextStatusT3_OnDataChange	Контроль состояния транспортера во время работы
StatusT4	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT4_OnClick,StartReversButtonT4_OnClick,TextStatusT4_OnDataChange	Контроль состояния транспортера во время работы
StatusT5	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT5_OnClick,StartReversButtonT5_OnClick,TextStatusT5_OnDataChange	Контроль состояния транспортера во время работы
StatusT6	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT6_OnClick,StartReversButtonT6_OnClick,TextStatusT6_OnDataChange	Контроль состояния транспортера во время работы
StatusT7	Byte	СилКорпус / Статусы механизмов / Транспортеры		AlarmDropButton_OnClick,MnemoControlT	StartForwardButtonT7_OnClick,StartReversButtonT7_OnClick,TextStatusT7_OnDataChange	Контроль состояния транспортера во время работы
